ESTU_CONSECUTIVO;ESTU_GENERO;ESTU_CODIGO_RESIDE_MCPIO;ESTU_RESIDE_MPIO;PUNT_LENGUAJE;PUNT_MATEMATICAS;PUNT_C_SOCIALES;PUNT_FILOSOFIA;PUNT_BIOLOGIA;PUNT_QUIMICA;PUNT_FISICA;PUNT_INGLES;DESEMP_INGLES;COLE_CODIGO_COLEGIO_FK
SABER1120121008479;F;5001;MEDELLIN;44;43;36;34;36;45;36;39;A-;75515
SABER1120121008480;M;5001;MEDELLIN;52;51;31;43;46;41;29;40;A-;75523
SABER1120121008481;F;5001;MEDELLIN;52;49;46;32;51;39;32;45;A1;75549
SABER1120121008482;M;5001;MEDELLIN;39;47;41;39;53;45;44;31;A-;75580
SABER1120121008483;M;5001;MEDELLIN;35;34;33;26;36;41;24;43;A1;75606
SABER1120121008484;M;5001;MEDELLIN;39;43;24;44;46;46;45;37;A-;75614
SABER1120121008485;M;5001;MEDELLIN;46;52;40;26;42;43;39;42;A-;75648
SABER1120121008486;M;5001;MEDELLIN;41;25;39;43;39;29;32;43;A-;93658
SABER1120121008487;F;5001;MEDELLIN;48;40;44;27;30;42;17;31;A-;93666
SABER1120121008488;F;5001;MEDELLIN;31;34;24;41;40;45;40;29;A-;93690
SABER1120121008489;F;5001;MEDELLIN;46;37;36;33;30;35;33;37;A-;93740
SABER1120121008490;F;5001;MEDELLIN;50;33;38;39;44;36;18;39;A-;100479
SABER1120121008491;M;5001;MEDELLIN;44;40;42;49;39;46;36;40;A-;100487
SABER1120121008492;M;5001;MEDELLIN;41;43;31;26;44;41;44;33;A-;100495
SABER1120121008493;M;5001;MEDELLIN;36;49;42;22;46;32;39;37;A-;100511
SABER1120121008494;M;5001;MEDELLIN;41;33;40;29;36;35;44;23;A-;95638
SABER1120121008495;F;5001;MEDELLIN;48;24;38;29;36;50;51;39;A-;95646
SABER1120121008496;M;5001;MEDELLIN;50;37;39;34;34;44;29;31;A-;95653
SABER1120121008497;F;5001;MEDELLIN;35;40;36;37;42;39;42;35;A-;95661
SABER1120121008498;F;5001;MEDELLIN;52;43;44;33;42;32;29;33;A-;95679
SABER1120121008499;F;5001;MEDELLIN;32;41;39;34;36;37;36;37;A-;95687
SABER1120121008500;M;5001;MEDELLIN;52;47;48;52;49;39;42;45;A1;95703
SABER1120121008501;F;5001;MEDELLIN;41;47;34;29;39;52;44;43;A-;102384
SABER1120121008502;F;5001;MEDELLIN;38;49;42;38;49;44;17;37;A-;102434
SABER1120121008503;M;5001;MEDELLIN;50;43;44;33;40;53;43;29;A-;102442
SABER1120121008504;M;5001;MEDELLIN;39;34;39;30;49;35;17;35;A-;102459
SABER1120121008505;F;5001;MEDELLIN;50;34;42;43;45;42;40;40;A-;102467
SABER1120121008506;F;5001;MEDELLIN;44;51;28;31;42;25;24;42;A-;102483
SABER1120121008507;F;5001;MEDELLIN;46;34;36;23;45;45;33;37;A-;102491
SABER1120121008508;F;5001;MEDELLIN;52;43;44;43;49;44;46;33;A-;102509
SABER1120121008509;F;5001;MEDELLIN;44;43;44;37;42;36;39;47;A1;102517
SABER1120121008510;M;5001;MEDELLIN;41;37;44;29;51;43;4;33;A-;102525
SABER1120121008511;M;5001;MEDELLIN;35;49;42;44;39;43;42;40;A-;102533
SABER1120121008512;F;5001;MEDELLIN;48;49;45;26;33;43;42;42;A-;97501
SABER1120121008513;M;5001;MEDELLIN;35;29;46;32;37;38;39;35;A-;97535
SABER1120121008514;M;5001;MEDELLIN;54;46;52;44;49;43;48;40;A-;97550
SABER1120121008515;F;5001;MEDELLIN;44;46;38;36;34;40;29;20;A-;97568
SABER1120121008516;M;5001;MEDELLIN;50;37;36;36;63;44;24;39;A-;97576
SABER1120121008517;F;5001;MEDELLIN;46;43;31;32;29;48;36;33;A-;97584
SABER1120121008518;M;5001;MEDELLIN;50;47;60;42;46;46;42;39;A-;97592
SABER1120121008519;F;5001;MEDELLIN;50;37;28;32;44;43;36;35;A-;103804
SABER1120121008520;M;5001;MEDELLIN;52;40;47;26;37;44;29;39;A-;103812
SABER1120121008521;F;5001;MEDELLIN;41;29;34;32;33;41;54;35;A-;103820
SABER1120121008522;M;5001;MEDELLIN;56;44;36;36;42;52;36;43;A1;103838
SABER1120121008523;F;5001;MEDELLIN;44;25;41;34;34;30;29;31;A-;103846
SABER1120121008524;M;5001;MEDELLIN;48;37;44;40;44;45;32;37;A-;103853
SABER1120121008525;M;5001;MEDELLIN;48;55;39;32;36;32;23;43;A1;103861
SABER1120121008526;M;5001;MEDELLIN;48;46;48;34;36;43;42;26;A-;103887
SABER1120121008527;F;5001;MEDELLIN;52;25;42;41;37;42;33;43;A1;103937
SABER1120121008528;M;5001;MEDELLIN;41;37;36;39;42;45;32;39;A-;103945
SABER1120121008529;F;5001;MEDELLIN;50;37;38;35;42;45;32;37;A-;103952
SABER1120121008530;M;5001;MEDELLIN;26;49;48;32;48;50;44;43;A-;103960
SABER1120121008531;M;5001;MEDELLIN;50;49;47;35;42;39;48;47;A1;103978
SABER1120121008532;F;5001;MEDELLIN;41;37;47;32;30;26;39;35;A-;103994
SABER1120121008533;F;5001;MEDELLIN;36;34;42;32;34;33;36;37;A-;104000
SABER1120121008534;F;5001;MEDELLIN;38;37;40;33;45;40;40;33;A-;104034
SABER1120121008535;F;5001;MEDELLIN;46;37;33;35;36;32;39;26;A-;104059
SABER1120121008536;M;5001;MEDELLIN;48;37;36;36;33;39;36;39;A-;115196
SABER1120121008537;M;5001;MEDELLIN;44;40;40;41;37;42;24;29;A-;115238
SABER1120121008538;F;5001;MEDELLIN;36;30;34;26;30;38;36;31;A-;73288
SABER1120121008539;F;5001;MEDELLIN;41;33;40;36;40;42;46;45;A1;73346
SABER1120121008540;M;5001;MEDELLIN;35;49;42;22;30;37;42;33;A-;73353
SABER1120121008541;F;5001;MEDELLIN;38;37;48;37;42;40;42;43;A-;73361
SABER1120121008542;F;5001;MEDELLIN;27;47;41;39;46;47;18;26;A-;73395
SABER1120121008543;F;5001;MEDELLIN;50;44;41;32;42;36;36;42;A-;79764
SABER1120121008544;M;5001;MEDELLIN;44;37;51;42;44;45;54;40;A-;79780
SABER1120121008545;M;5001;MEDELLIN;44;40;33;46;53;54;36;37;A-;108894
SABER1120121008546;M;5001;MEDELLIN;44;33;40;29;42;32;39;40;A-;108951
SABER1120121008547;M;5001;MEDELLIN;35;30;38;26;36;45;39;31;A-;108969
SABER1120121008548;F;5001;MEDELLIN;50;46;44;32;44;45;29;43;A1;108977
SABER1120121008549;F;5001;MEDELLIN;48;43;49;34;39;45;47;37;A-;108985
SABER1120121008550;M;5001;MEDELLIN;52;40;50;31;49;52;47;29;A-;108993
SABER1120121008551;M;5001;MEDELLIN;54;25;36;34;42;47;39;39;A-;104125
SABER1120121008552;M;5001;MEDELLIN;52;52;53;40;53;46;45;45;A1;104133
SABER1120121008553;M;5001;MEDELLIN;48;37;40;41;36;35;36;37;A-;104141
SABER1120121008554;F;5001;MEDELLIN;38;40;38;35;42;32;36;43;A-;75663
SABER1120121008555;M;5001;MEDELLIN;46;37;51;29;36;35;16;35;A-;75689
SABER1120121008556;M;5001;MEDELLIN;31;43;46;34;42;35;44;37;A-;75705
SABER1120121008557;F;5001;MEDELLIN;48;33;45;35;42;50;23;39;A-;80952
SABER1120121008558;F;5001;MEDELLIN;46;46;42;31;39;39;32;37;A-;69161
SABER1120121008559;F;5001;MEDELLIN;57;51;58;41;54;52;49;39;A-;69187
SABER1120121008560;M;5001;MEDELLIN;44;51;34;37;44;51;45;35;A-;69195
SABER1120121008561;F;5001;MEDELLIN;63;40;51;43;44;45;44;42;A-;69203
SABER1120121008562;M;5001;MEDELLIN;56;37;45;43;42;35;44;45;A1;69229
SABER1120121008563;F;5001;MEDELLIN;41;33;40;29;33;43;36;31;A-;69245
SABER1120121008564;F;5001;MEDELLIN;52;41;41;37;44;41;32;42;A-;69252
SABER1120121008565;F;5001;MEDELLIN;54;46;48;48;47;45;24;31;A-;69278
SABER1120121008566;F;5001;MEDELLIN;44;37;36;41;42;38;40;35;A-;69294
SABER1120121008567;F;5001;MEDELLIN;46;43;50;34;53;37;39;42;A-;69302
SABER1120121008568;M;5001;MEDELLIN;46;40;51;43;49;41;36;43;A1;69310
SABER1120121008569;M;11001;BOGOTÁ D.C.;54;46;40;47;39;41;45;33;A-;69336
SABER1120121008570;M;5088;BELLO;52;57;44;36;44;56;63;50;A1;69369
SABER1120121008571;M;70001;SINCELEJO;46;49;44;43;42;43;44;35;A-;69377
SABER1120121008572;M;5088;BELLO;41;46;44;41;46;50;29;31;A-;69385
SABER1120121008573;M;5045;APARTADO;46;59;56;61;62;49;62;42;A-;69393
SABER1120121008574;M;5045;APARTADO;41;43;31;18;39;44;25;37;A-;102541
SABER1120121008575;F;68001;BUCARAMANGA;61;51;50;58;46;60;39;48;A1;102574
SABER1120121008576;F;68001;BUCARAMANGA;54;51;48;54;49;50;59;52;A1;102582
SABER1120121008577;F;68001;BUCARAMANGA;68;51;44;40;49;53;48;37;A-;102590
SABER1120121008578;M;68001;BUCARAMANGA;50;51;42;43;48;45;47;42;A-;102608
SABER1120121008579;M;68001;BUCARAMANGA;46;51;42;26;46;36;44;43;A-;102616
SABER1120121008580;M;68001;BUCARAMANGA;61;89;44;50;61;66;81;45;A1;102624
SABER1120121008581;M;70001;SINCELEJO;38;40;53;38;42;42;46;29;A-;102632
SABER1120121008582;M;70001;SINCELEJO;46;37;33;26;39;33;18;42;A-;102657
SABER1120121008583;M;68081;BARRANCABERMEJA;46;46;46;31;30;37;36;33;A-;102665
SABER1120121008584;M;70001;SINCELEJO;41;40;47;34;44;39;47;39;A-;102673
SABER1120121008585;F;70001;SINCELEJO;61;49;45;47;53;39;48;45;A1;102681
SABER1120121008586;M;70001;SINCELEJO;54;57;66;68;55;52;57;45;A1;102699
SABER1120121008587;M;70001;SINCELEJO;41;54;33;41;44;47;52;47;A1;102731
SABER1120121008588;F;70001;SINCELEJO;44;33;34;35;51;45;45;35;A-;117952
SABER1120121008589;M;70001;SINCELEJO;46;34;36;37;39;42;39;26;A-;117960
SABER1120121008590;M;68081;BARRANCABERMEJA;38;51;50;43;51;44;49;40;A-;117978
SABER1120121008591;F;11001;BOGOTÁ D.C.;50;49;46;48;46;52;50;39;A-;117986
SABER1120121008592;F;11001;BOGOTÁ D.C.;54;52;36;39;55;54;47;46;A1;118026
SABER1120121008593;F;11001;BOGOTÁ D.C.;41;40;40;42;39;45;39;42;A-;104067
SABER1120121008594;F;11001;BOGOTÁ D.C.;48;43;34;31;36;41;47;35;A-;104075
SABER1120121008595;M;11001;BOGOTÁ D.C.;48;40;40;18;49;45;39;33;A-;89227
SABER1120121008596;M;11001;BOGOTÁ D.C.;41;57;40;36;51;45;44;37;A-;89235
SABER1120121008597;F;11001;BOGOTÁ D.C.;50;46;48;42;63;53;45;43;A1;89243
SABER1120121008598;F;11001;BOGOTÁ D.C.;48;47;42;48;42;56;39;50;A1;61903
SABER1120121008599;M;11001;BOGOTÁ D.C.;50;47;49;41;55;45;44;51;A1;61911
SABER1120121008600;M;11001;BOGOTÁ D.C.;50;75;41;46;46;54;60;46;A1;61929
SABER1120121008601;F;18001;FLORENCIA;54;29;50;43;39;41;36;42;A-;61945
SABER1120121008602;F;76109;BUENAVENTURA;59;46;45;52;56;46;54;42;A-;61952
SABER1120121008603;F;76109;BUENAVENTURA;48;40;56;29;37;40;36;40;A-;61986
SABER1120121008604;F;76109;BUENAVENTURA;27;49;44;40;46;46;23;29;A-;61994
SABER1120121008605;F;76109;BUENAVENTURA;48;37;42;22;49;37;42;40;A-;62026
SABER1120121008606;M;76109;BUENAVENTURA;32;47;42;38;45;29;29;37;A-;62034
SABER1120121008607;F;76111;BUGA;63;60;60;71;51;55;69;77;B1;62042
SABER1120121008608;M;76111;BUGA;69;89;66;72;54;50;63;70;B1;62059
SABER1120121008609;M;76111;BUGA;41;54;47;43;40;38;33;40;A-;62109
SABER1120121008610;F;76111;BUGA;61;65;58;52;53;66;59;75;B1;62117
SABER1120121008611;F;76111;BUGA;46;43;50;44;51;46;54;53;A2;62182
SABER1120121008612;M;76111;BUGA;63;78;54;64;57;58;59;65;B1;104190
SABER1120121008613;F;76111;BUGA;66;69;62;57;61;53;59;83;B+;104208
SABER1120121008614;F;76111;BUGA;48;51;51;33;54;45;54;52;A1;104232
SABER1120121008615;M;76111;BUGA;61;68;60;50;69;63;66;96;B+;110486
SABER1120121008616;M;76001;CALI;57;57;53;64;62;50;68;47;A1;110510
SABER1120121008617;M;76001;CALI;54;59;52;50;54;63;57;37;A-;110528
SABER1120121008618;F;76001;CALI;54;51;48;48;47;52;40;47;A1;110544
SABER1120121008619;F;76001;CALI;59;54;44;42;33;41;42;42;A-;110585
SABER1120121008620;M;17380;LA DORADA;54;49;49;37;39;44;39;40;A-;110601
SABER1120121008621;F;66001;PEREIRA;48;43;31;34;44;44;54;45;A1;110635
SABER1120121008622;F;17380;LA DORADA;57;33;44;35;46;37;28;37;A-;89581
SABER1120121008623;M;66001;PEREIRA;41;41;34;39;44;44;44;33;A-;89607
SABER1120121008624;F;5001;MEDELLIN;48;55;41;32;51;48;51;40;A-;89615
SABER1120121008625;F;20011;AGUACHICA;39;40;36;37;39;41;32;37;A-;89649
SABER1120121008626;F;15759;SOGAMOSO;46;29;34;34;42;47;39;33;A-;89672
SABER1120121008627;M;15759;SOGAMOSO;54;40;53;39;49;54;44;39;A-;89680
SABER1120121008628;F;68001;BUCARAMANGA;50;51;53;48;47;57;52;55;A2;89714
SABER1120121008629;M;68081;BARRANCABERMEJA;54;57;49;49;49;50;48;45;A1;69443
SABER1120121008630;M;11001;BOGOTÁ D.C.;44;43;42;32;46;52;47;39;A-;69450
SABER1120121008631;F;25175;CHIA;50;40;42;32;46;45;36;33;A-;69468
SABER1120121008632;F;11001;BOGOTÁ D.C.;39;43;44;39;33;49;29;26;A-;69484
SABER1120121008633;M;11001;BOGOTÁ D.C.;57;51;51;39;44;43;44;33;A-;69518
SABER1120121008634;F;11001;BOGOTÁ D.C.;41;41;34;34;36;35;36;29;A-;62919
SABER1120121008635;M;11001;BOGOTÁ D.C.;54;55;41;41;49;50;52;46;A1;62935
SABER1120121008636;M;11001;BOGOTÁ D.C.;50;47;46;44;44;51;45;31;A-;62943
SABER1120121008637;M;11001;BOGOTÁ D.C.;57;29;40;37;46;32;48;37;A-;62968
SABER1120121008638;M;11001;BOGOTÁ D.C.;46;54;53;60;61;51;62;48;A1;62976
SABER1120121008639;F;11001;BOGOTÁ D.C.;44;37;44;22;49;45;36;43;A-;63008
SABER1120121008640;F;11001;BOGOTÁ D.C.;50;37;49;35;36;46;45;33;A-;63024
SABER1120121008641;M;11001;BOGOTÁ D.C.;36;49;20;31;44;43;47;20;A-;63032
SABER1120121008642;F;11001;BOGOTÁ D.C.;61;62;47;55;45;53;49;60;A2;63073
SABER1120121008643;M;11001;BOGOTÁ D.C.;46;59;42;26;36;47;32;52;A1;63081
SABER1120121008644;M;11001;BOGOTÁ D.C.;48;52;46;43;54;47;52;42;A-;63115
SABER1120121008645;F;11001;BOGOTÁ D.C.;54;43;49;50;39;41;39;52;A1;63123
SABER1120121008646;F;11001;BOGOTÁ D.C.;54;34;39;26;42;37;36;42;A-;63131
SABER1120121008647;F;11001;BOGOTÁ D.C.;38;49;44;30;49;35;52;33;A-;63149
SABER1120121008648;F;11001;BOGOTÁ D.C.;52;49;52;29;44;47;44;40;A-;118315
SABER1120121008649;M;11001;BOGOTÁ D.C.;48;46;52;47;44;37;51;55;A2;118323
SABER1120121008650;M;11001;BOGOTÁ D.C.;36;37;31;40;49;41;36;39;A-;118331
SABER1120121008651;M;25175;CHIA;46;57;45;34;49;39;47;40;A-;118356
SABER1120121008652;M;68001;BUCARAMANGA;46;47;36;34;44;44;39;51;A1;118364
SABER1120121008653;M;68001;BUCARAMANGA;50;37;31;40;39;39;42;31;A-;156513
SABER1120121008654;F;25290;FUSAGASUGA;54;44;42;36;45;50;29;31;A-;156547
SABER1120121008655;M;44001;RIOHACHA;54;33;36;0;44;40;33;35;A-;156828
SABER1120121008656;M;20001;VALLEDUPAR;48;51;36;18;42;42;42;40;A-;158014
SABER1120121008657;F;11001;BOGOTÁ D.C.;41;37;44;40;46;41;51;23;A-;158105
SABER1120121008658;M;11001;BOGOTÁ D.C.;46;46;49;57;40;42;37;35;A-;158162
SABER1120121008659;M;11001;BOGOTÁ D.C.;59;49;55;43;40;38;43;43;A1;158303
SABER1120121008660;F;11001;BOGOTÁ D.C.;52;54;47;47;53;55;54;59;A2;158378
SABER1120121008661;M;25754;SOACHA;52;43;44;34;36;35;29;48;A1;156711
SABER1120121008662;M;63001;ARMENIA;41;52;36;33;34;35;43;42;A-;156729
SABER1120121008663;M;54001;CUCUTA;50;43;44;23;34;38;46;33;A-;156927
SABER1120121008664;F;15001;TUNJA;57;52;51;49;46;53;54;37;A-;156943
SABER1120121008665;F;25175;CHIA;48;51;53;46;46;49;39;37;A-;156976
SABER1120121008666;F;25290;FUSAGASUGA;44;25;40;27;30;44;33;40;A-;157453
SABER1120121008667;M;11001;BOGOTÁ D.C.;46;51;42;48;44;49;55;40;A-;157487
SABER1120121008668;M;11001;BOGOTÁ D.C.;50;54;44;32;46;50;39;46;A1;157495
SABER1120121008669;F;11001;BOGOTÁ D.C.;41;47;41;43;47;47;40;29;A-;157651
SABER1120121008670;M;11001;BOGOTÁ D.C.;44;55;49;36;37;44;40;42;A-;157701
SABER1120121008671;M;11001;BOGOTÁ D.C.;36;30;28;26;30;42;42;26;A-;157727
SABER1120121008672;M;11001;BOGOTÁ D.C.;56;43;52;36;58;49;42;51;A1;157909
SABER1120121008673;F;11001;BOGOTÁ D.C.;57;49;36;41;46;49;29;40;A-;157925
SABER1120121008674;F;11001;BOGOTÁ D.C.;56;52;39;37;46;35;39;53;A2;156497
SABER1120121008675;M;11001;BOGOTÁ D.C.;41;37;44;19;47;47;33;31;A-;156521
SABER1120121008676;M;25754;SOACHA;44;34;38;35;36;35;51;39;A-;156554
SABER1120121008677;M;25290;FUSAGASUGA;48;43;28;23;37;32;40;42;A-;156612
SABER1120121008678;M;47001;SANTA MARTA;44;29;42;39;42;38;42;35;A-;156638
SABER1120121008679;M;17001;MANIZALES;52;33;42;32;42;33;39;39;A-;156679
SABER1120121008680;M;11001;BOGOTÁ D.C.;41;46;45;41;46;47;47;26;A-;156687
SABER1120121008681;F;25290;FUSAGASUGA;38;34;44;46;33;32;39;35;A-;156695
SABER1120121008682;F;11001;BOGOTÁ D.C.;44;30;44;35;42;37;42;37;A-;157388
SABER1120121008683;F;11001;BOGOTÁ D.C.;48;9;44;37;39;41;36;39;A-;157404
SABER1120121008684;F;11001;BOGOTÁ D.C.;54;33;48;37;39;43;45;35;A-;157412
SABER1120121008685;M;11001;BOGOTÁ D.C.;59;59;52;58;60;49;60;65;B1;157537
SABER1120121008686;M;11001;BOGOTÁ D.C.;48;46;38;43;51;41;32;40;A-;157545
SABER1120121008687;M;11001;BOGOTÁ D.C.;59;43;55;58;48;49;52;56;A2;157602
SABER1120121008688;F;11001;BOGOTÁ D.C.;50;62;40;26;46;49;49;48;A1;157842
SABER1120121008689;M;11001;BOGOTÁ D.C.;52;49;36;31;44;50;42;43;A-;157867
SABER1120121008690;F;11001;BOGOTÁ D.C.;35;40;38;27;30;42;37;31;A-;157974
SABER1120121008691;M;11001;BOGOTÁ D.C.;36;47;41;37;46;44;36;23;A-;158006
SABER1120121008692;F;11001;BOGOTÁ D.C.;39;37;42;48;39;47;39;40;A-;158063
SABER1120121008693;M;11001;BOGOTÁ D.C.;35;40;33;18;39;32;36;31;A-;156653
SABER1120121008694;M;11001;BOGOTÁ D.C.;52;57;45;41;55;49;50;56;A2;156851
SABER1120121008695;F;11001;BOGOTÁ D.C.;48;49;38;37;39;40;39;43;A1;157933
SABER1120121008696;M;11001;BOGOTÁ D.C.;44;49;45;31;36;39;36;26;A-;158113
SABER1120121008697;M;11001;BOGOTÁ D.C.;56;57;44;26;44;47;42;33;A-;158154
SABER1120121008698;M;25754;SOACHA;44;43;38;42;39;45;48;26;A-;158196
SABER1120121008699;M;68755;SOCORRO;50;43;44;38;54;50;33;37;A-;158246
SABER1120121008700;M;63001;ARMENIA;0;34;31;37;44;33;25;3;A-;158287
SABER1120121008701;M;66001;PEREIRA;61;49;48;52;51;39;36;50;A1;156604
SABER1120121008702;M;25754;SOACHA;41;37;25;34;36;45;44;43;A-;157552
SABER1120121008703;M;54001;CUCUTA;59;54;40;22;39;37;36;29;A-;157560
SABER1120121008704;M;25290;FUSAGASUGA;36;34;49;31;36;37;36;39;A-;157792
SABER1120121008705;;66001;PEREIRA;41;43;38;41;42;36;29;29;A-;157883
SABER1120121008706;M;25290;FUSAGASUGA;41;34;33;29;39;46;36;40;A-;158139
SABER1120121008707;M;54001;CUCUTA;39;52;36;37;46;43;39;45;A1;158337
SABER1120121008708;M;25307;GIRARDOT;46;37;44;32;44;45;54;39;A-;158352
SABER1120121008709;M;23001;MONTERIA;61;69;49;39;53;49;44;45;A1;158360
SABER1120121008710;M;13430;MAGANGUE;41;54;42;37;58;53;42;42;A-;158394
SABER1120121008711;M;13430;MAGANGUE;48;33;47;29;36;45;44;35;A-;158402
SABER1120121008712;F;13430;MAGANGUE;52;41;39;38;45;47;43;35;A-;156703
SABER1120121008713;M;13430;MAGANGUE;50;49;54;32;46;45;42;31;A-;156760
SABER1120121008714;F;13430;MAGANGUE;44;30;47;32;33;39;39;17;A-;156778
SABER1120121008715;F;13430;MAGANGUE;44;49;42;30;40;29;40;40;A-;156786
SABER1120121008716;M;13430;MAGANGUE;44;49;39;34;42;45;52;46;A1;156794
SABER1120121008717;M;13430;MAGANGUE;44;34;42;40;39;48;48;51;A1;156893
SABER1120121008718;M;13430;MAGANGUE;52;40;52;39;48;42;33;39;A-;157073
SABER1120121008719;F;13430;MAGANGUE;32;46;40;32;46;45;32;26;A-;157123
SABER1120121008720;F;13430;MAGANGUE;57;46;44;45;34;44;37;37;A-;156570
SABER1120121008721;F;13430;MAGANGUE;46;30;44;36;42;35;43;35;A-;156588
SABER1120121008722;M;23001;MONTERIA;39;43;40;34;46;40;42;31;A-;156596
SABER1120121008723;F;13001;CARTAGENA;44;37;34;33;47;42;46;35;A-;156620
SABER1120121008724;M;13001;CARTAGENA;41;40;44;30;34;44;17;33;A-;156802
SABER1120121008725;F;73268;ESPINAL;48;37;45;38;45;48;63;43;A1;157321
SABER1120121008726;F;11001;BOGOTÁ D.C.;46;47;41;29;51;42;33;37;A-;157339
SABER1120121008727;M;73001;IBAGUE;59;47;51;48;53;50;52;45;A1;157784
SABER1120121008728;M;25307;GIRARDOT;46;40;44;37;34;42;39;35;A-;118380
SABER1120121008729;M;27001;QUIBDO;39;37;38;26;18;41;28;31;A-;118422
SABER1120121008730;F;27001;QUIBDO;31;40;38;31;33;37;32;40;A-;118448
SABER1120121008731;M;27001;QUIBDO;46;52;36;34;33;32;36;37;A-;118471
SABER1120121008732;F;27001;QUIBDO;26;40;44;29;39;43;39;40;A-;118489
SABER1120121008733;M;11001;BOGOTÁ D.C.;50;40;40;26;42;39;32;39;A-;118505
SABER1120121008734;F;27001;QUIBDO;46;19;36;30;45;50;33;31;A-;118513
SABER1120121008735;F;27001;QUIBDO;48;43;38;33;40;44;52;39;A-;118521
SABER1120121008736;F;27001;QUIBDO;48;41;41;29;37;45;25;35;A-;118539
SABER1120121008737;F;27001;QUIBDO;41;40;31;33;34;29;29;42;A-;118547
SABER1120121008738;M;27001;QUIBDO;41;46;19;18;37;44;42;39;A-;98772
SABER1120121008739;M;27001;QUIBDO;35;46;42;32;42;42;29;35;A-;98798
SABER1120121008740;M;27001;QUIBDO;39;41;39;35;36;32;32;37;A-;98814
SABER1120121008741;M;27001;QUIBDO;39;8;42;32;46;40;33;40;A-;98822
SABER1120121008742;F;27001;QUIBDO;48;37;38;39;26;41;29;33;A-;98848
SABER1120121008743;M;27001;QUIBDO;39;49;31;45;49;42;43;40;A-;98863
SABER1120121008744;F;27001;QUIBDO;41;47;36;39;44;45;36;43;A-;98871
SABER1120121008745;M;11001;BOGOTÁ D.C.;59;74;50;48;58;62;55;68;B1;98897
SABER1120121008746;M;11001;BOGOTÁ D.C.;41;46;44;26;36;39;44;40;A-;68577
SABER1120121008747;M;11001;BOGOTÁ D.C.;59;49;44;58;46;49;39;52;A1;68593
SABER1120121008748;M;11001;BOGOTÁ D.C.;76;71;62;58;55;58;66;72;B1;68619
SABER1120121008749;F;13001;CARTAGENA;0;25;0;30;45;44;40;39;A-;109967
SABER1120121008750;M;68001;BUCARAMANGA;48;49;51;34;63;43;50;65;B1;116426
SABER1120121008751;F;20001;VALLEDUPAR;48;37;50;36;47;45;37;37;A-;116459
SABER1120121008752;M;25307;GIRARDOT;44;29;40;34;33;47;32;37;A-;116475
SABER1120121008753;F;5001;MEDELLIN;46;25;40;29;33;32;42;35;A-;116533
SABER1120121008754;F;5001;MEDELLIN;44;37;34;26;42;32;39;33;A-;116574
SABER1120121008755;F;5001;MEDELLIN;48;57;50;29;69;49;52;39;A-;116582
SABER1120121008756;M;5001;MEDELLIN;52;62;54;48;53;60;49;61;A2;116608
SABER1120121008757;F;5001;MEDELLIN;44;30;25;33;45;29;33;37;A-;116616
SABER1120121008758;F;5001;MEDELLIN;48;46;40;46;39;42;33;39;A-;116632
SABER1120121008759;F;5001;MEDELLIN;57;43;42;50;49;45;55;33;A-;116640
SABER1120121008760;F;5001;MEDELLIN;48;49;44;48;51;50;47;33;A-;116665
SABER1120121008761;M;25269;FACATATIVA;44;44;39;22;44;45;44;37;A-;116913
SABER1120121008762;F;50313;GRANADA;50;41;39;34;42;38;39;42;A-;116921
SABER1120121008763;F;76001;CALI;46;29;51;35;29;28;32;26;A-;116939
SABER1120121008764;F;76001;CALI;41;37;36;37;36;39;42;39;A-;116954
SABER1120121008765;F;76001;CALI;61;40;50;44;56;53;42;35;A-;116962
SABER1120121008766;F;76001;CALI;56;37;51;49;51;41;48;46;A1;116970
SABER1120121008767;M;76001;CALI;54;57;44;43;51;49;50;48;A1;116988
SABER1120121008768;F;76001;CALI;48;43;46;31;44;37;32;37;A-;116996
SABER1120121008769;F;76001;CALI;44;29;33;29;36;48;39;40;A-;117044
SABER1120121008770;M;76001;CALI;50;46;44;34;51;47;39;39;A-;117051
SABER1120121008771;M;76001;CALI;48;47;42;39;51;45;52;35;A-;117077
SABER1120121008772;M;76001;CALI;35;18;42;37;34;33;29;40;A-;117085
SABER1120121008773;F;76001;CALI;48;44;42;30;34;40;37;35;A-;117093
SABER1120121008774;F;76001;CALI;44;52;48;22;39;43;44;33;A-;117135
SABER1120121008775;M;76001;CALI;50;54;40;34;49;32;36;43;A-;117168
SABER1120121008776;F;19698;SANTANDER DE QUILICHAO;57;57;48;49;53;48;57;43;A1;117176
SABER1120121008777;F;76001;CALI;36;49;25;11;39;43;32;39;A-;124206
SABER1120121008778;M;76001;CALI;58;45;62;49;57;58;67;72;B1;124388
SABER1120121008779;M;76001;CALI;70;63;51;71;57;67;82;88;B+;114033
SABER1120121008780;M;76001;CALI;62;57;62;37;64;56;70;92;B+;114041
SABER1120121008781;M;76001;CALI;86;75;69;67;64;65;87;83;B+;114058
SABER1120121008782;F;76001;CALI;78;87;60;67;70;92;87;100;B+;114082
SABER1120121008783;M;76001;CALI;56;72;55;56;61;67;57;92;B+;114090
SABER1120121008784;M;76001;CALI;74;75;60;75;67;62;78;92;B+;114124
SABER1120121008785;M;76001;CALI;69;63;60;72;63;59;69;92;B+;114173
SABER1120121008786;M;76001;CALI;68;74;62;67;69;77;86;83;B+;114181
SABER1120121008787;F;76001;CALI;52;43;50;57;56;57;62;63;B1;114199
